,sofifa_id,club_15,overall_15,passing_15,defending_15,pace_15,shooting_15,physic_15,club_16,overall_16,passing_16,defending_16,pace_16,shooting_16,physic_16,club_17,overall_17,passing_17,defending_17,pace_17,shooting_17,physic_17,club_18,overall_18,passing_18,defending_18,pace_18,shooting_18,physic_18,club_19,overall_19,passing_19,defending_19,pace_19,shooting_19,physic_19,club_20,overall_20,passing_20,defending_20,pace_20,shooting_20,physic_20
1970,157801,0,0.0,0.0,0.0,0.0,0.0,0.0,Bologna,67.0,65.0,60.0,69.0,57.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1971,184873,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,67.0,50.0,67.0,55.0,30.0,77.0,Angers SCO,74.0,56.0,74.0,63.0,32.0,79.0,Angers SCO,76.0,58.0,76.0,58.0,32.0,78.0,Angers SCO,75.0,57.0,74.0,53.0,32.0,79.0,Angers SCO,75.0,57.0,74.0,51.0,32.0,80.0
1972,208295,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,67.0,57.0,67.0,67.0,34.0,76.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1973,226161,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Madrid,66.0,63.0,53.0,64.0,47.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Madrid,77.0,72.0,71.0,55.0,48.0,71.0,Real Madrid,79.0,73.0,76.0,54.0,48.0,71.0,Atlético Madrid,80.0,73.0,77.0,58.0,50.0,73.0
1974,211382,0,0.0,0.0,0.0,0.0,0.0,0.0,LOSC Lille,66.0,56.0,68.0,79.0,42.0,67.0,LOSC Lille,72.0,58.0,72.0,79.0,42.0,77.0,LOSC Lille,75.0,63.0,73.0,75.0,51.0,80.0,Sevilla FC,75.0,63.0,74.0,71.0,51.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1975,223817,0,0.0,0.0,0.0,0.0,0.0,0.0,Villarreal CF,66.0,57.0,36.0,73.0,63.0,46.0,Villarreal CF,65.0,56.0,36.0,69.0,60.0,43.0,Villarreal CF,65.0,56.0,36.0,70.0,60.0,39.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1976,197031,0,0.0,0.0,0.0,0.0,0.0,0.0,Borussia Dortmund,66.0,48.0,31.0,67.0,64.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1977,201883,0,0.0,0.0,0.0,0.0,0.0,0.0,Sampdoria,66.0,49.0,31.0,77.0,67.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1978,224201,0,0.0,0.0,0.0,0.0,0.0,0.0,Udinese,66.0,52.0,23.0,67.0,64.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1979,226221,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Sociedad,66.0,50.0,68.0,66.0,32.0,63.0,Real Sociedad,76.0,53.0,77.0,71.0,32.0,72.0,Real Sociedad,77.0,56.0,78.0,71.0,33.0,71.0,Real Sociedad,75.0,57.0,73.0,69.0,33.0,72.0,Real Sociedad,77.0,58.0,75.0,66.0,33.0,74.0
1980,223819,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Barcelona,66.0,69.0,49.0,74.0,61.0,47.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1981,192731,0,0.0,0.0,0.0,0.0,0.0,0.0,Genoa,66.0,55.0,65.0,75.0,39.0,69.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1982,199173,0,0.0,0.0,0.0,0.0,0.0,0.0,Bologna,66.0,64.0,58.0,74.0,51.0,70.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1983,214944,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Barcelona,66.0,66.0,66.0,51.0,57.0,66.0,FC Barcelona,70.0,69.0,66.0,39.0,57.0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1984,209781,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,66.0,64.0,63.0,74.0,66.0,66.0,Angers SCO,73.0,71.0,63.0,76.0,70.0,67.0,Angers SCO,74.0,73.0,66.0,74.0,71.0,66.0,Angers SCO,75.0,73.0,66.0,73.0,72.0,66.0,Angers SCO,74.0,74.0,69.0,70.0,70.0,70.0
1985,221350,0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,65.0,48.0,25.0,87.0,63.0,54.0,Manchester City,66.0,49.0,25.0,86.0,63.0,54.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1986,221982,0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,65.0,62.0,23.0,73.0,56.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1987,225150,0,0.0,0.0,0.0,0.0,0.0,0.0,LOSC Lille,65.0,58.0,24.0,78.0,55.0,44.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1988,223146,0,0.0,0.0,0.0,0.0,0.0,0.0,VfL Wolfsburg,65.0,63.0,37.0,81.0,63.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1989,213697,0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United,65.0,52.0,68.0,56.0,39.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1990,209519,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Girondins de Bordeaux,65.0,57.0,32.0,72.0,64.0,72.0,FC Girondins de Bordeaux,66.0,59.0,32.0,68.0,65.0,72.0,FC Girondins de Bordeaux,73.0,63.0,32.0,69.0,70.0,75.0,Montpellier HSC,75.0,63.0,32.0,69.0,72.0,76.0,Montpellier HSC,78.0,67.0,34.0,72.0,76.0,79.0
1991,227992,0,0.0,0.0,0.0,0.0,0.0,0.0,RC Celta,65.0,67.0,53.0,65.0,56.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1992,193077,0,0.0,0.0,0.0,0.0,0.0,0.0,Sassuolo,65.0,48.0,19.0,73.0,64.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Sassuolo,74.0,52.0,20.0,73.0,73.0,67.0,Bologna,74.0,52.0,23.0,69.0,72.0,66.0,Bologna,72.0,52.0,23.0,65.0,70.0,64.0
1993,229000,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,65.0,48.0,29.0,59.0,63.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1994,197239,0,0.0,0.0,0.0,0.0,0.0,0.0,RCD Espanyol,65.0,63.0,33.0,63.0,63.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1995,210329,0,0.0,0.0,0.0,0.0,0.0,0.0,Bologna,65.0,60.0,25.0,83.0,61.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1996,197932,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace,65.0,51.0,40.0,90.0,62.0,68.0,Crystal Palace,65.0,50.0,34.0,87.0,62.0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1997,190579,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,65.0,55.0,66.0,67.0,24.0,66.0,Angers SCO,71.0,60.0,70.0,67.0,26.0,69.0,Angers SCO,72.0,63.0,72.0,65.0,28.0,69.0,Angers SCO,71.0,62.0,71.0,65.0,28.0,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1998,159047,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,65.0,53.0,66.0,26.0,52.0,77.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1999,220185,0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,64.0,57.0,31.0,87.0,61.0,53.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2000,228635,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Madrid,64.0,49.0,17.0,65.0,67.0,44.0,VfL Wolfsburg,72.0,56.0,18.0,75.0,72.0,53.0,Real Madrid,72.0,57.0,18.0,74.0,72.0,52.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2001,215751,0,0.0,0.0,0.0,0.0,0.0,0.0,Atalanta,64.0,41.0,18.0,54.0,67.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2002,221661,0,0.0,0.0,0.0,0.0,0.0,0.0,Juventus,64.0,59.0,22.0,74.0,58.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2003,225101,0,0.0,0.0,0.0,0.0,0.0,0.0,Juventus,64.0,67.0,51.0,69.0,51.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2004,220640,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis,64.0,62.0,26.0,67.0,57.0,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2005,208819,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis,64.0,66.0,52.0,65.0,53.0,38.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2006,225863,0,0.0,0.0,0.0,0.0,0.0,0.0,OGC Nice,64.0,42.0,63.0,71.0,25.0,70.0,OGC Nice,70.0,62.0,70.0,70.0,27.0,70.0,0,0.0,0.0,0.0,0.0,0.0,0.0,OGC Nice,70.0,64.0,71.0,62.0,28.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2007,228171,0,0.0,0.0,0.0,0.0,0.0,0.0,Lazio,64.0,61.0,41.0,78.0,57.0,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Lazio,66.0,62.0,49.0,67.0,63.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2008,227565,0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia CF,64.0,59.0,62.0,60.0,51.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2009,207756,0,0.0,0.0,0.0,0.0,0.0,0.0,RCD Espanyol,64.0,63.0,35.0,58.0,58.0,53.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2010,201897,0,0.0,0.0,0.0,0.0,0.0,0.0,Genoa,64.0,43.0,29.0,66.0,63.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2011,206042,0,0.0,0.0,0.0,0.0,0.0,0.0,Napoli,64.0,61.0,47.0,66.0,54.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2012,211574,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiorentina,64.0,66.0,48.0,67.0,55.0,64.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2013,219721,0,0.0,0.0,0.0,0.0,0.0,0.0,Udinese,64.0,30.0,68.0,36.0,16.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2014,230033,0,0.0,0.0,0.0,0.0,0.0,0.0,Watford,63.0,53.0,30.0,77.0,66.0,44.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2015,227604,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Schalke 04,63.0,50.0,24.0,65.0,63.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2016,226759,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Saint-Étienne,63.0,37.0,62.0,52.0,29.0,75.0,AS Saint-Étienne,63.0,37.0,62.0,52.0,29.0,74.0,AS Saint-Étienne,62.0,37.0,61.0,42.0,29.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017,226702,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Girondins de Bordeaux,63.0,62.0,44.0,68.0,54.0,44.0,FC Girondins de Bordeaux,64.0,62.0,44.0,68.0,54.0,43.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2018,229011,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Monaco,63.0,36.0,66.0,56.0,29.0,65.0,AS Monaco,67.0,42.0,68.0,56.0,29.0,68.0,AS Monaco,65.0,47.0,68.0,50.0,29.0,70.0,AS Monaco,70.0,60.0,71.0,59.0,30.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2019,229217,0,0.0,0.0,0.0,0.0,0.0,0.0,LOSC Lille,63.0,45.0,22.0,79.0,63.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,RC Celta,68.0,56.0,25.0,90.0,59.0,43.0
2020,229189,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Monaco,63.0,60.0,28.0,75.0,59.0,50.0,AS Monaco,63.0,60.0,28.0,75.0,59.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2021,225567,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Sociedad,63.0,61.0,39.0,63.0,51.0,54.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Sociedad,67.0,65.0,39.0,64.0,56.0,42.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Sociedad,67.0,65.0,36.0,57.0,56.0,39.0
2022,216791,0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,63.0,41.0,64.0,58.0,33.0,69.0,Everton,64.0,41.0,64.0,58.0,33.0,69.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2023,226157,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Madrid,63.0,60.0,39.0,64.0,53.0,47.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2024,204044,0,0.0,0.0,0.0,0.0,0.0,0.0,SV Werder Bremen,63.0,58.0,26.0,74.0,63.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2025,204420,0,0.0,0.0,0.0,0.0,0.0,0.0,SV Werder Bremen,63.0,59.0,64.0,69.0,43.0,65.0,SV Werder Bremen,65.0,59.0,64.0,68.0,46.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2026,221383,0,0.0,0.0,0.0,0.0,0.0,0.0,Bayer 04 Leverkusen,63.0,56.0,22.0,76.0,61.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2027,223329,0,0.0,0.0,0.0,0.0,0.0,0.0,Atalanta,63.0,47.0,62.0,68.0,23.0,56.0,Atalanta,71.0,62.0,69.0,69.0,40.0,63.0,Milan,75.0,69.0,71.0,81.0,56.0,70.0,Milan,75.0,70.0,73.0,79.0,59.0,69.0,Milan,75.0,70.0,73.0,75.0,59.0,66.0
2028,210171,0,0.0,0.0,0.0,0.0,0.0,0.0,TSG 1899 Hoffenheim,63.0,58.0,25.0,68.0,58.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2029,229631,0,0.0,0.0,0.0,0.0,0.0,0.0,Real Madrid,63.0,62.0,30.0,67.0,59.0,46.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2030,227232,0,0.0,0.0,0.0,0.0,0.0,0.0,Montpellier HSC,63.0,60.0,45.0,77.0,64.0,63.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2031,198229,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,63.0,51.0,24.0,76.0,62.0,67.0,Angers SCO,65.0,51.0,24.0,72.0,63.0,67.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,63.0,54.0,24.0,59.0,61.0,66.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2032,200265,0,0.0,0.0,0.0,0.0,0.0,0.0,Angers SCO,63.0,50.0,61.0,60.0,57.0,72.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2033,226229,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Schalke 04,62.0,53.0,62.0,65.0,38.0,62.0,FC Schalke 04,61.0,53.0,60.0,66.0,38.0,62.0,FC Schalke 04,71.0,60.0,71.0,74.0,44.0,69.0,Paris Saint-Germain,77.0,57.0,77.0,75.0,43.0,73.0,Paris Saint-Germain,79.0,65.0,78.0,74.0,44.0,76.0
2034,227877,0,0.0,0.0,0.0,0.0,0.0,0.0,Paris Saint-Germain,62.0,62.0,54.0,76.0,57.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,FC Nantes,62.0,62.0,54.0,74.0,57.0,56.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2035,228509,0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,62.0,57.0,44.0,79.0,48.0,54.0,Arsenal,63.0,57.0,44.0,78.0,48.0,54.0,Arsenal,63.0,58.0,44.0,75.0,48.0,56.0,Angers SCO,67.0,61.0,40.0,79.0,50.0,60.0,Olympique Lyonnais,74.0,68.0,50.0,79.0,68.0,66.0
2036,211506,0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,62.0,60.0,49.0,63.0,59.0,67.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2037,215211,0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth,62.0,43.0,62.0,66.0,29.0,65.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2038,226205,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Saint-Étienne,62.0,62.0,60.0,64.0,60.0,62.0,AS Saint-Étienne,63.0,62.0,60.0,64.0,60.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2039,211533,0,0.0,0.0,0.0,0.0,0.0,0.0,RC Celta,62.0,46.0,17.0,75.0,60.0,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2040,219811,0,0.0,0.0,0.0,0.0,0.0,0.0,RCD Espanyol,62.0,55.0,34.0,81.0,55.0,57.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2041,227547,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Saint-Étienne,62.0,52.0,30.0,76.0,61.0,54.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2042,228786,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiorentina,62.0,39.0,63.0,54.0,32.0,70.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2043,219591,0,0.0,0.0,0.0,0.0,0.0,0.0,Milan,62.0,40.0,64.0,45.0,18.0,69.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Milan,73.0,48.0,75.0,50.0,27.0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2044,228294,0,0.0,0.0,0.0,0.0,0.0,0.0,OGC Nice,62.0,50.0,66.0,64.0,35.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2045,228716,0,0.0,0.0,0.0,0.0,0.0,0.0,RC Celta,62.0,48.0,58.0,71.0,46.0,59.0,0,0.0,0.0,0.0,0.0,0.0,0.0,RC Celta,65.0,51.0,60.0,73.0,46.0,63.0,RC Celta,68.0,54.0,63.0,71.0,46.0,62.0,RC Celta,68.0,62.0,65.0,71.0,52.0,67.0
2046,225584,0,0.0,0.0,0.0,0.0,0.0,0.0,Montpellier HSC,62.0,53.0,50.0,69.0,62.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2047,226208,0,0.0,0.0,0.0,0.0,0.0,0.0,Atlético Madrid,62.0,47.0,65.0,55.0,26.0,62.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2048,224042,0,0.0,0.0,0.0,0.0,0.0,0.0,AS Monaco,62.0,62.0,56.0,57.0,43.0,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
